Station,Datetime,Departures,Arrivals,Net_Flow,Risk_Type,Estimated_Bikes_To_Move,Rebalancing_Direction,Priority_Score,Priority_Level
Dalton Rd / Bloor St W,2022-09-14 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dalton Rd / Bloor St W,2024-05-29 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Church St / The Esplanade,2024-06-12 07:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Danforth Ave / Lamb Ave,2024-04-09 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Danforth Ave / Lamb Ave,2024-05-31 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dufferin St / Queen St W,2024-05-19 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dufferin St / Sylvan Av (Dufferin Grove Park),2024-05-08 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College St / Major St,2024-05-07 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College St / Major St,2024-05-21 21:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College St / Major St,2024-06-04 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College St / Major St,2024-06-08 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College St / Major St,2024-06-10 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dalton Rd / Bloor St W,2024-05-30 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St E / Victoria St,2022-07-12 11:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St E / Victoria St,2022-08-26 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St W / Crawford St,2022-06-08 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St W / Crawford St,2022-08-13 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St W / Crawford St,2024-03-25 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St W / Crawford St,2024-05-08 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St W / Crawford St,2024-05-09 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St W / Crawford St,2024-05-13 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St E / George St,2024-06-13 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St E / Regent Park Blvd,2024-05-22 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St E / Parliament St,2024-05-07 10:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St E / Regent Park Blvd,2022-07-17 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St E / Regent Park Blvd,2022-10-21 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St E / Regent Park Blvd,2024-01-31 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St E / Regent Park Blvd,2024-02-07 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St E / Regent Park Blvd,2024-02-26 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St E / Regent Park Blvd,2024-02-27 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St E / Regent Park Blvd,2024-04-14 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St E / Regent Park Blvd,2024-04-15 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St E / Parliament St,2024-05-01 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College St / Major St,2022-06-04 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College St / Major St,2024-03-31 12:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College St / Major St,2024-04-22 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College Park - Yonge St Entrance,2024-03-08 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College Park - Yonge St Entrance,2024-05-04 22:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College Park - Yonge St Entrance,2024-05-26 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College Park - Yonge St Entrance,2024-06-10 20:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College Park South,2022-07-06 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College Park South,2024-04-07 10:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College St / Major St,2024-06-11 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College Park- Gerrard Entrance,2022-05-28 12:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College Park- Gerrard Entrance,2022-06-08 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College Park- Gerrard Entrance,2022-09-30 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College St / Borden St,2024-06-08 12:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College St / Crawford St,2022-07-29 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College St / Crawford St,2024-03-14 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College St / Crawford St,2024-05-06 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Church St / Dundas St E - SMART,2024-02-20 10:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Church St / Lombard St,2022-06-24 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College Park South,2024-04-15 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College St / Markham St,2022-08-02 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College St / Markham St,2024-02-29 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College St / Markham St,2024-04-16 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-07-25 12:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-07-04 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-07-05 09:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-07-12 10:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-07-12 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College St / Markham St,2024-05-22 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College St / Huron St,2024-06-05 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College St / Crawford St,2024-05-19 11:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College St / Henry St,2024-06-05 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College St / Henry St,2024-06-07 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College St / Huron St,2022-05-13 13:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College St / Huron St,2022-08-17 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College St / Huron St,2024-05-10 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College St / Huron St,2024-05-12 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College St / Huron St,2024-05-15 12:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College St / Huron St,2024-05-22 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
College St / Huron St,2024-05-30 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
College St / Markham St,2024-05-23 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Lake Shore Blvd W / Ontario Dr,2022-05-23 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Portland St - SMART,2024-06-13 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Stafford St,2024-06-12 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Tecumseth St,2022-05-04 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Tecumseth St,2022-08-10 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / York St,2022-07-20 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / York St,2022-08-13 23:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / York St,2024-05-21 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / York St,2024-06-06 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Jarvis St / Dundas St E,2024-05-25 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Lake Shore Blvd E / Leslie St,2022-05-28 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd E / Leslie St,2022-06-25 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lake Shore Blvd E / Leslie St,2025-08-10 10:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lake Shore Blvd E / Leslie St,2025-08-10 11:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd W / Colborne Lodge Dr,2022-05-23 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Charlotte St,2024-04-25 13:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Charlotte St,2024-05-04 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Charlotte St,2024-06-04 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Crawford St,2022-07-30 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / York St (2),2024-06-12 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd W / Ontario Dr,2022-07-17 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd W / Ontario Dr,2022-08-05 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lake Shore Blvd W / Ontario Dr,2022-08-13 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd W / Ontario Dr,2022-08-14 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd W / Ontario Dr,2022-09-05 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lake Shore Blvd W / Ontario Dr,2022-09-09 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd W / Ontario Dr,2022-09-11 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd W / Ontario Dr,2022-10-02 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd W / Ontario Dr,2022-10-22 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lake Shore Blvd W / Ontario Dr,2022-05-15 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd W / Colborne Lodge Dr,2024-05-26 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lake Shore Blvd W / Ellis Ave,2022-04-24 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lake Shore Blvd W / Ellis Ave,2022-05-08 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd W / Ellis Ave,2022-05-28 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lake Shore Blvd W / Ellis Ave,2024-05-18 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd W / Ellis Ave,2025-05-06 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lake Shore Blvd W / Legion Rd,2025-04-13 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lake Shore Blvd W / Legion Rd,2025-04-13 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd W / Ontario Dr,2022-05-10 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lake Shore Blvd W / Colborne Lodge Dr,2022-08-20 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Bay St / Queens Quay W (Ferry Terminal),2024-06-04 06:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Brant St,2022-09-15 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Brant St,2022-09-22 11:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Brant St,2022-10-11 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Brant St,2024-05-29 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-06-04 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-06-05 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2024-06-10 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Bleecker St / St James Ave,2024-02-20 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St W / Crawford St,2024-06-12 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Bloor St E / Huntley St - SMART,2024-04-30 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bloor St E / Huntley St - SMART,2024-05-10 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bay St / St. Joseph St,2024-05-02 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / St. Joseph St,2024-05-29 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bay St / Wellesley St W,2022-10-12 12:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Wellesley St W,2024-03-07 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bay St / Wellesley St W,2024-03-13 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bay St / Wellesley St W,2024-04-06 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Wellesley St W,2024-05-07 09:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bloor St E / Huntley St - SMART,2024-03-12 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
King St W / Jameson Ave - SMART,2024-06-03 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Joe Shuster Way,2024-06-06 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Jordan St,2022-09-21 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Portland St - SMART,2024-05-22 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Portland St - SMART,2024-05-22 23:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Portland St - SMART,2024-05-27 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Portland St - SMART,2024-05-29 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Portland St - SMART,2024-06-02 23:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
King St W / Portland St - SMART,2024-06-06 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Bay St / Queens Quay W (Ferry Terminal),2024-05-23 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St W / Bay St (West Side),2025-11-17 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2025-12-01 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
King St W / Bay St (West Side),2025-12-08 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Bayview Ave / Lawren Harris Square,2022-05-29 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Queens Quay W (Ferry Terminal),2022-10-01 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Queens Quay W (Ferry Terminal),2024-04-14 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Queens Quay W (Ferry Terminal),2024-04-24 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Queens Quay W (Ferry Terminal),2024-05-01 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Queens Quay W (Ferry Terminal),2024-05-12 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bay St / Queens Quay W (Ferry Terminal),2024-05-16 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
King St W / Bay St (West Side),2025-06-12 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Marilyn Bell Park Tennis Court,2024-05-23 21:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Marilyn Bell Park Tennis Court,2024-05-31 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lower Jarvis St / Queens Quay E,2024-06-01 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lower Jarvis St / The Esplanade,2024-05-11 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lower Jarvis St / The Esplanade,2024-05-26 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lower Simcoe St / Bremner Blvd,2024-03-08 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lower Simcoe St / Bremner Blvd,2024-04-04 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lower Simcoe St / Bremner Blvd,2024-05-21 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lower Simcoe St / Bremner Blvd,2024-06-11 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lake Shore Blvd W / Ontario Dr,2022-07-16 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lower Spadina Ave / Lake Shore Blvd W,2024-05-23 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Bay St / Queens Quay W (Ferry Terminal),2024-06-13 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bay St / Queens Quay W (Ferry Terminal),2025-06-14 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bay St / Dundas St W,2024-05-02 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Dundas St W,2024-06-12 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Harbour St,2024-05-14 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bay St / Harbour St,2024-06-01 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Bay St / Harbour St,2024-06-11 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Bay St / Queens Quay W (Ferry Terminal),2022-04-16 12:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Lower Spadina Ave / Lake Shore Blvd,2022-09-03 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Martin Goodman Trail / Ontario Dr,2022-09-05 11:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Maud St / Adelaide St W - SMART,2024-04-09 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Maud St / Adelaide St W - SMART,2024-05-13 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
McGill St / Church St,2024-05-10 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
McGill St / Church St,2024-05-19 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Mill St / Cherry St,2024-06-06 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Mill St / Cherry St,2024-06-10 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Mill St / Parliament St,2022-06-08 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Mill St / Parliament St,2024-03-17 12:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Marilyn Bell Park Tennis Court,2024-05-05 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lynn Williams St / Pirandello St,2024-05-12 12:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lynn Williams St / Pirandello St,2024-05-16 07:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Marie Curtis Park,2024-05-20 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Marilyn Bell Park Tennis Court,2022-05-23 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Marilyn Bell Park Tennis Court,2022-05-28 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Marilyn Bell Park Tennis Court,2022-08-06 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Marilyn Bell Park Tennis Court,2022-09-01 20:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Marilyn Bell Park Tennis Court,2022-09-05 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Marilyn Bell Park Tennis Court,2024-05-04 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Mill St / Parliament St,2024-05-20 11:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lower Jarvis St / Queens Quay E,2024-05-15 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lower Jarvis St / Queens Quay E,2024-05-20 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lower Jarvis St / Queens Quay E,2024-05-21 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lake Shore Blvd W / Ontario Dr,2022-10-23 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lake Shore Blvd W / Ontario Dr,2024-05-27 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd W / The Boulevard Club,2022-08-02 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lake Shore Blvd W / The Boulevard Club,2024-05-20 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lake Shore Blvd W / Windermere Ave,2022-05-29 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lansdowne Subway Station,2024-04-25 09:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Bay St / Queens Quay W (Ferry Terminal),2022-05-15 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Leslie St / Commissioners St,2024-05-26 12:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Liberty St / Fraser Ave Green P,2024-06-12 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lisgar Park,2022-09-30 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lisgar Park,2024-04-13 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Medium
Lisgar Park,2024-05-22 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
Lisgar St / Dundas St W - SMART,2024-06-06 13:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Medium
